BREF_0406_LP,LP
BREF_0407_LP,LP
BREF_0414_VT,VT
BREF_0415_LP,LP
BREF_0416_LP,LP
BREF_0417_VT,VT
BREF_0422_VT,VT
BREF_0423_LP,LP
BREF_0429_LP,LP
BREF_0430_LP,LP
BREF_0431_VT,VT
BREF_0432_LP,LP
BREF_0437_LP,LP
BREF_0438_LP,LP
BREF_0439_VT,VT
BREF_0440_LP,LP
BREF_0449_LP,LP
BREF_0454_LP,LP
BREF_0455_VT,VT
BREF_0456_LP,LP
BREF_0466_LP,LP
BREF_0467_VT,VT
BREF_0468_LP,LP
BREF_0473_LP,LP
BREF_0474_LP,LP
BREF_0475_VT,VT
BREF_0476_VT,VT
BREF_0477_LP,LP
BREF_0488_LP,LP
BREF_0489_VT,VT
BREF_0500_LP,LP
BREF_0501_LP,LP
BREF_0503_LP,LP
BREF_0509_LP,LP
BREF_0510_LP,LP
BREF_0511_LP,LP
BREF_0517_LP,LP
BREF_0518_LP,LP
BREF_0530_LP,LP
BREF_0531_VT,VT
BREF_0532_LP,LP
BREF_0547_LP,LP
BREF_0548_LP,LP
BREF_0549_LP,LP
BREF_0557_LP,LP
BREF_0558_LP,LP
BREF_0559_LP,LP
BREF_0568_LP,LP
BREF_0569_LP,LP
BREF_0570_LP,LP
BREF_0571_VT,VT
BREF_0572_LP,LP
BREF_0573_VT,VT
BREF_0574_LP,LP
BREF_0575_LP,LP
BREF_0586_VT,VT
BREF_0587_LP,LP
BREF_0590_LP,LP
BREF_0598_VT,VT
BREF_0599_LP,LP
BREF_0600_LP,LP
BREF_0601_LP,LP
BREF_0607_LP,LP
BREF_0608_LP,LP
BREF_0609_LP,LP
BREF_0617_LP,LP
BREF_0618_LP,LP
BREF_0619_LP,LP
BREF_0620_LP,LP
BREF_0630_LP,LP
BREF_0631_LP,LP
BREF_0632_VT,VT
BREF_0644_LP,LP
BREF_0645_LP,LP
BREF_0646_LP,LP
BREF_0647_LP,LP
BREF_0656_LP,LP
BREF_0661_LP,LP
BREF_0662_LP,LP
BREF_0663_VT,VT
BREF_0664_LP,LP
BREF_0665_LP,LP
BREF_0675_LP,LP
BREF_0681_LP,LP
BREF_0682_LP,LP
BREF_0683_LP,LP
BREF_0684_VT,VT
BREF_0685_LP,LP
BREF_0686_LP,LP
BREF_0697_LP,LP
BREF_0698_LP,LP
BREF_0699_LP,LP
BREF_0700_LP,LP
BREF_0701_VT,VT
BREF_0702_LP,LP
BREF_0703_LP,LP
